id,text,user,created_at,coding
1.85662e+18,Cases of new mpox strain more than double among children in DR Congo and Burundi https://t.co/2jPj5aPBRi,africanews,Wed Nov 13 09:06:24 +0000 2024,"safe, uses official information"
1.85663e+18,"Quel surprise

Infection Control in France did a lit review of Mpox 1b &amp; concluded:

""Airborne transmission has not been confirmed; therefore, the use of respirators such as KN95 or FFP2 was deemed an unnecessary burden, resulting in added costs &amp; discomfort"" https://t.co/B1B8wmbJVI",BarryHunt008,Wed Nov 13 09:17:22 +0000 2024,"potentially misleading, unconfirmed claim"
1.85663e+18,Mpox vaccination shortage delays Kinshasa's drive against outbreak https://t.co/TaHQq8pnDE https://t.co/56zqtoAuvH,ReutersAfrica,Wed Nov 13 09:40:03 +0000 2024,"safe, uses official information"
1.85664e+18,"FREE❗❗ FREE❗❗FREE❗❗ 

PAMJ Call for paper

🚨🚨🚨SUBMISSIONS ARE OPEN🚨🚨🚨 

New supplement alert: The Surge of Mpox in African Countries - A Global Call to Action (Special Issue)

Learn more and Submit Now!!! @ #PAMJBlog

https://t.co/LjgcZzoTwi
#mpox #monkeypox #health https://t.co/7WxPwATT4G",PANAFRMEDJ,Wed Nov 13 10:13:04 +0000 2024,"safe, uses verifiable information"
1.85665e+18,"What might an mpox rash look like? 

Rashes are one of the most common #mpox symptoms. 

It can look like blisters or sores and may last for 2 to 4 weeks, ranging from a few skin lesions to hundreds or more.

🎓 Learn more about mpox: https://t.co/FfHnwq6qVl https://t.co/S03t064iqP",WHO_Europe,Wed Nov 13 10:53:05 +0000 2024,"safe, uses official information"
1.85667e+18,Morocco's First Homegrown PCR Test for mpox Gets Africa CDC Nod – Africa CDC https://t.co/0K6Mfnx9bx,ImaneOuaadil,Wed Nov 13 11:55:57 +0000 2024,"safe, uses verifiable information"
1.85667e+18,"With @WHOUganda, @MinofHealthUG, and @ACME_Africa, @UNICEFUganda oriented over 30 journalists from Kasese, Fort Portal, Bundibugyo, Bunyangabu, Kyenjojo &amp; Kabarole districts in ethical reporting about the #mpox response.

📸@MinofHealthUG https://t.co/Ioj1kivXpn",UNICEFUganda,Wed Nov 13 11:59:34 +0000 2024,"safe, uses official information"
1.85667e+18,"The latest updates from West and Central Africa: 
🇨🇫 Fire at a displacement site in the Central African Republic 
🇨🇩 Displacement due to floods in DR Congo
🇨🇲 Landslides in Cameroon
🇨🇩 Mpox in DR Congo

Read more👇
EN https://t.co/emULZWi1rt
FR https://t.co/xG91CkblDf https://t.co/Oa42dg3caY",OCHAROWCA,Wed Nov 13 12:00:39 +0000 2024,"safe, uses official information"
1.85667e+18,"#Mpox can affect anyone; we must fight the disease, not the patient.

#FightTheStigma 
#MpoxAwareness https://t.co/i03iYQj717",WHOAFRO,Wed Nov 13 12:04:24 +0000 2024,"safe, uses official information"
1.85669e+18,"Luwero District is facing an Mpox outbreak with six confirmed cases, including a student, a pupil, and a businessman among others. 

@conslata_taaka

#NBSAt430 #NBSUpdates https://t.co/aFdJGlNKlv",nbstv,Wed Nov 13 13:39:17 +0000 2024,"safe, uses official information"
1.8567e+18,"Game 🏉n, Health first😎

Yesterday marked another milestone in our journey to creating more safe, CIRCLES. 

Partnering with @UgandaRugby, we joined the #ElgonCup24 press conference at @Kingsparkarena to spotlight the power of preventive health. 

With Mpox now a national https://t.co/M46QhmW7nw",ObulamuUganda,Wed Nov 13 13:50:41 +0000 2024,"safe, uses verifiable information"
1.8567e+18,"The #mpox virus doesn’t discriminate - anyone exposed can be infected, but children, pregnant women, &amp; immunocompromised individuals face higher risks of adverse outcomes.
Know the signs - fever, rash, swollen lymph nodes - and seek medical help early. https://t.co/4ijZyH0YKT",WHORwanda,Wed Nov 13 13:52:39 +0000 2024,"safe, uses official information"
1.85671e+18,"Russia says African, ex-Soviet countries interested in its mpox vaccine https://t.co/kmhlsPBmNV https://t.co/gWXBgtGFQk",ReutersAfrica,Wed Nov 13 14:30:08 +0000 2024,"safe, uses official information"
1.85672e+18,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/IZtWxL1L6S",BW,Wed Nov 13 15:14:54 +0000 2024,"safe, uses official information"
1.85672e+18,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/QU8f2nCBcu",BloombergAfrica,Wed Nov 13 15:19:52 +0000 2024,"safe, uses official information"
1.85673e+18,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/WCZkq9THYg",business,Wed Nov 13 16:00:59 +0000 2024,"safe, uses official information"
1.85673e+18,"Mpox cases are increasing in Central and Eastern Africa.

Anyone travelling to an affected country should be aware of potential symptoms and advice.

View affected countries and other helpful advice in Scotland: https://t.co/rWVNoNX8F1

Find travel advice: https://t.co/PokMsZySyC https://t.co/6zYAZfnh8E",P_H_S_Official,Wed Nov 13 16:01:27 +0000 2024,"safe, uses verifiable information"
1.85673e+18,"The vaccination campaign for monkeypox (mpox) in Kinshasa in the Democratic Republic of the Congo has stalled due to a reported shortage of the required doses

https://t.co/nDw7PsAjEX",ThepostNew,Wed Nov 13 16:06:40 +0000 2024,"safe, uses verifiable information"
1.85675e+18,"The #Africa Centres for Disease Control and Prevention (Africa #CDC) on Wednesday recommended that African countries use the #Morocco-made “UM6P-MAScIR MPOX qPCR 1.0” test for the detection of #monkeypox.

In a statement, the center stated that “this test has been officially https://t.co/L3cI65OwZq",HespressEnglish,Wed Nov 13 17:07:33 +0000 2024,"safe, uses verifiable information"
1.85675e+18,"Why did Don Lemon leave 𝕏? He was allergic to free speech; every time he read an unfiltered opinion, he'd break out in a rash of outrage! Or maybe it was the monkeypox.",Johnmcurtis,Wed Nov 13 17:22:20 +0000 2024,"safe, satire"
1.85675e+18,"Mpox vaccination shortage delays Kinshasa's campaign, Congo organiser says https://t.co/BVDWcBF3S1 https://t.co/6h2rVqLDBs",ReutersAfrica,Wed Nov 13 17:34:54 +0000 2024,"safe, uses official information"
1.85676e+18,"Kinshasa, the capital of the Democratic Republic of the Congo, needs more than double the mpox vaccines it currently has to immunize all the city's at-risk population, the virus response chief told AFP https://t.co/H8wWbLzkSt https://t.co/ac47Tcat2E",AFP,Wed Nov 13 18:19:00 +0000 2024,"safe, uses official information"
1.85677e+18,DR Congo capital Kinshasa waits on more mpox vaccines https://t.co/kAAeI06Y4l,eNCA,Wed Nov 13 18:25:59 +0000 2024,"safe, uses verifiable information"
1.85677e+18,"Insightful discussions were held today on collaborative efforts between @WHOUganda and @IGADsecretariat, who visited #Uganda to conduct a needs assessment of the Mpox outbreak and identify ways to support @MinofHealthUG and @GovUganda in response pillars. https://t.co/62HnId5TUg",WHOUganda,Wed Nov 13 18:54:28 +0000 2024,"safe, uses official information"
1.85677e+18,"The Africa Centres for Disease Control and Prevention (Africa CDC) has recommended the first locally manufactured Real-Time PCR test for mpox, produced in Morocco, for use across the continent. 

This recommendation, announced by Africa CDC’s Diagnostic Advisory Committee (DAC), https://t.co/G0UNGqqtQk",2MInteractive,Wed Nov 13 18:58:50 +0000 2024,"safe, uses official information"
1.85678e+18,"VIDEO: Gatamba Robert is an emergency responder who is now at the frontline of the Mpox outbreak fight in Nakasongola where his unique role is helping in the treatment and control of the outbreak.

@MugenyiHenry_ 

#NBSLiveAt9 #NBSUpdates https://t.co/aVRutPsqIe",nbstv,Wed Nov 13 19:06:25 +0000 2024,"safe, uses official information"
1.85678e+18,"Russia says African, ex-Soviet countries interested in its mpox vaccine https://t.co/c3AiBLCbYZ https://t.co/BGTvqOS5oP",ReutersAfrica,Wed Nov 13 19:30:13 +0000 2024,"safe, uses official information"
1.85679e+18,"Russia has claimed that there is an increased interest from African and ex-Soviet countries in its mpox vaccine, Orthopoxvac https://t.co/4BbDkAE49S",ARISEtv,Wed Nov 13 19:55:13 +0000 2024,"safe, uses verifiable information"
1.85679e+18,"IOM gives Uganda personal protective equipment to fight Monkeypox

#NTVNews  https://t.co/VU19PHcnaf",ntvuganda,Wed Nov 13 20:20:00 +0000 2024,"safe, uses official information"
1.8568e+18,Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,podiatristdon,Wed Nov 13 20:28:17 +0000 2024,unrelated
1.8568e+18,lol this is the dumbest thing in the history of dumb things.,podiatristdon,Wed Nov 13 20:30:53 +0000 2024,unrelated
1.8568e+18,"Tonight! ⏰ Office Hours with Earth's Virology Professor on 11/13/24 at 8pm EST. Join Vincent Racaniello for Office Hours to answer your questions about viruses, including SARS-CoV-2, Mpox virus, poliovirus, influenza virus, and more on this livestream. 📺 https://t.co/ayWbiEBlc6 https://t.co/BzKm2tekhl",profvrr,Wed Nov 13 20:34:51 +0000 2024,"safe, uses verifiable information"
1.8568e+18,"MAX ENGAGE! 👇 👀

WHACKY WEDNESDAY 
CRYPTO ALPHA!! THE BULL-RUN!

Topics! 📖
🔶 CRYPTO ALPHA
🔷 BULL RUN PLAN
🔷 TRUMP ELECTION UPDATES
🔶 MPOX $POX / CRYPTO
Co-Hosts: @BohicaNotes @NickMeta_ @JosemetaFL

https://t.co/X4gvU6leXe",Koorahmeta,Wed Nov 13 20:48:24 +0000 2024,crypto
1.85681e+18,lol yet,podiatristdon,Wed Nov 13 21:12:04 +0000 2024,unrelated
1.85681e+18,lol imagine believing this,podiatristdon,Wed Nov 13 21:12:48 +0000 2024,unrelated
1.85681e+18,"France - ""In total, 203 cases of #MPOX have been reported to Public Health France since January 1, 2024, including 8 in the last 14 days. Only clade II Monkeypox viruses were detected.."" https://t.co/zlXdZiuZ2V h/t Pathfinder",FluTrackers,Wed Nov 13 21:31:10 +0000 2024,"safe, uses verifiable information"
1.85681e+18,Which religious figure is Matt Gaetz?,podiatristdon,Wed Nov 13 21:33:50 +0000 2024,unrelated
1.85681e+18,Sneak preview of Nestor during the senate confirmation hearing https://t.co/yY86oexiCk,podiatristdon,Wed Nov 13 21:34:29 +0000 2024,unrelated
1.85682e+18,"Mpox Outbreaks and Preparedness: Key Takeaways for Infection Prevention Teams: ‘Full PPE is recommended whenever working with a suspected mpox case, with full airborne contact and droplet precaution conditions,…’ #InfectionControl
Source: @ICT_magazine 
https://t.co/A2UJ5U2o0u",JoePajak,Wed Nov 13 21:51:28 +0000 2024,"safe, uses official information"
1.85682e+18,Mark Robinson has been nominated for secretary of Nude Africa.,podiatristdon,Wed Nov 13 22:16:21 +0000 2024,unrelated
1.85682e+18,MPOX in the Philippines. About 1 case every 3 days. It slowed down from 1 case every 2 days.,theskinsensei,Wed Nov 13 22:22:08 +0000 2024,"safe, uses verifiable information"
1.85683e+18,Gay men have been cautious about mpox. Will a second Donald Trump term set them back? https://t.co/VOkesIYR82,TheAdvocateMag,Wed Nov 13 23:00:15 +0000 2024,"safe, uses official information"
1.85684e+18,I’m just going to sit back and watch the dumpster fire and make fun of it the entire time.,podiatristdon,Wed Nov 13 23:19:20 +0000 2024,unrelated
1.85684e+18,".@WHOUganda, @WHOAfro, and @MinofHealthUG held a meeting with @USAIDUganda’s team to discuss health system resilience pillars, focusing on sustainable changes in #Uganda's #mpox response. https://t.co/GvwRDPSUO1",WHOUganda,Wed Nov 13 23:24:02 +0000 2024,"safe, uses official information"
1.85684e+18,No. I’m concerned with a dipshit for AG.  Have fun tho. Gonna just watch it all burn.,podiatristdon,Wed Nov 13 23:29:25 +0000 2024,unrelated
